room_id;host_id;room_type;district;district-name;neighbourhood_group;reviews;review_scores_rating;review_scores_overall_satisfaction;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;accommodates;bedrooms;price;minstay;latitude;longitude
3369844;17001593;Private room;12;Meidling;1206;1;3.5;4.6;5;4.5;5;3.5;3;2;1;79;1;48.180904;16.321781
4659139;23895015;Private room;7;Neubau;701;14;2.7;3.5;2.5;4.4;4.3;3.9;4.1;2;1;51;3;48.2037;16.351301
6656609;34527099;Private room;12;Meidling;1202;0;3;4;3.1;4.8;4.5;3.8;4.6;1;1;28;5;48.181255;16.343188
7258428;38001346;Private room;7;Neubau;703;0;4.4;4.3;2.5;4.6;4.5;4.1;5;1;1;35;1;48.198239;16.344989
5911791;18231014;Private room;7;Neubau;701;9;4.2;4.4;4.6;4.6;4.3;4.6;4.6;2;1;44;1;48.205282;16.356663
6036613;31330244;Private room;7;Neubau;704;17;4.8;3.7;3.2;4.5;4.5;3.5;4.8;2;1;34;1;48.203938;16.338707
5908095;29942276;Private room;16;Ottakring;1601;18;3.7;4.4;4.2;4.1;3.5;4.7;3.3;2;1;33;;48.209892;16.332013
3485172;8033909;Private room;7;Neubau;701;1;2.3;4.7;3.9;4.4;4.8;4.1;4.1;2;1;49;2;48.203249;16.352024
849355;4192982;Private room;7;Neubau;705;6;3.9;4.6;2.7;4.6;5;4;4.3;;1;113;2;48.206562;16.338448
4918549;25333071;Private room;7;Neubau;704;1;2.4;3.5;3.6;4.3;5;4.4;4;2;1;47;2;48.203815;16.34662
1343360;7285809;Private room;7;Neubau;705;13;2.6;4.8;3.6;4.7;5;4.7;4.1;3;1;40;1;48.2063;16.339446
3779856;19388645;Private room;7;Neubau;702;4;2.2;3.8;4.9;4;3.8;4.6;4.5;2;1;25;1;48.201168;16.349783
5509949;777568;Private room;7;Neubau;703;2;5;4.5;2.9;4.5;4.3;3.8;4.4;2;1;43;6;48.198912;16.348688
3526962;17758289;Private room;7;Neubau;704;0;2.8;4.9;4.6;4.8;4;4;4.2;1;1;27;1;48.204139;16.345743
5282065;27346430;Private room;7;Neubau;701;12;2.5;5;3.2;4.9;4.8;4.8;5;2;1;62;1;48.203533;16.349955
4004145;8211632;Private room;7;Neubau;704;0;2.6;4.6;4.4;4.9;5;4.6;4.2;2;1;44;1;48.20138;16.339504
6376891;15568370;Private room;7;Neubau;703;0;4.7;4.5;2.7;4.6;4.5;4.1;4.6;2;1;45;1;48.198902;16.347793
6905552;18127412;Private room;7;Neubau;701;1;2.1;3.5;4.7;4.6;4.2;3.6;4.6;3;1;62;;48.202725;16.35231
3500491;17626579;Private room;7;Neubau;704;1;2.7;4.3;4.8;4;4.4;3.9;5;2;1;45;1;48.201243;16.338648
2962350;13986621;Private room;7;Neubau;701;0;4.2;4;4;4;4.8;5;4.5;4;1;113;1;48.203201;16.355225
6152710;10958227;Private room;17;Hernals;1703;2;4;4.5;2.8;4;3.5;3.5;3.2;4;1;36;1;48.224316;16.314062
6779061;35487530;Private room;7;Neubau;701;0;3.6;4.8;4.3;4.5;3.5;5;4.3;4;1;51;2;48.20269;16.349507
415987;2068719;Private room;7;Neubau;705;0;3.7;4.7;3.9;4.1;4.6;4.7;5;1;1;68;1;48.205493;16.342211
1202549;6000208;Private room;7;Neubau;704;5;4.8;3.8;3.4;4.1;3.6;4.8;4.6;1;1;23;7;48.202546;16.34671
6556696;22519091;Private room;7;Neubau;704;2;4.1;4.5;4.2;4.9;4.3;4.6;4.3;2;1;34;1;48.203908;16.348663
4528633;11794419;Private room;7;Neubau;704;2;2.4;4.1;3.3;4;4.8;4.2;4.7;2;1;34;2;48.203324;16.337392
6553490;34274624;Private room;7;Neubau;705;1;3.4;3.8;4.8;4.3;3.8;4.6;4;2;1;68;1;48.205583;16.344429
3370821;3203974;Private room;7;Neubau;705;7;4.2;3.7;2.9;4.4;5;4.3;4.6;2;1;33;3;48.205682;16.339253
3625417;18261344;Private room;7;Neubau;701;0;4.2;4.4;3.7;4.6;4.2;4.5;4.6;2;1;28;5;48.205809;16.350065
3681251;15508914;Private room;7;Neubau;703;5;3;4.2;4.9;4.1;3.9;4.1;4.6;2;1;62;4;48.198047;16.34788
2304296;11768157;Private room;7;Neubau;704;1;2.5;4.3;3.4;5;3.8;4.3;4.7;1;1;29;1;48.199419;16.340459
6738132;35285402;Private room;7;Neubau;704;0;4.1;4.4;2.8;4.5;4.5;4.7;4.5;1;1;16;1;48.200017;16.339371
7070562;35228827;Private room;7;Neubau;701;1;3.3;4.6;3;4.1;4.9;4.3;4.6;2;1;45;1;48.203824;16.349998
4473551;19110148;Private room;7;Neubau;704;4;4.8;3.5;3.7;4.3;4;5;4.2;2;1;56;3;48.201707;16.342795
2702451;13830313;Private room;7;Neubau;704;3;4;4.1;5;4.3;4.1;4.9;4.5;2;1;45;1;48.20301;16.339607
7376915;38153178;Private room;7;Neubau;701;0;3.9;4.6;4.1;4.8;4.2;4.5;4.8;2;1;40;1;48.20518;16.349416
5609971;29083215;Private room;7;Neubau;701;3;4.6;4.8;3.8;4.4;3.9;3.8;4.4;1;1;56;1;48.205432;16.350357
7397019;25051937;Private room;8;Josefstadt;803;0;4.3;3.8;3.7;4.1;4.7;3.5;4.9;3;1;44;1;48.208396;16.342192
3468012;9489817;Private room;7;Neubau;705;0;2.6;3.5;3.3;4.4;4.1;4.3;4.7;3;1;23;1;48.20551;16.342414
3788981;19447498;Private room;7;Neubau;705;0;4.2;4.8;3.8;4.6;4.7;4.8;4.5;1;1;34;1;48.204548;16.342587
7289522;38174545;Private room;7;Neubau;704;0;2.4;4.2;4.8;4.5;4.4;3.7;4;2;1;23;1;48.202709;16.33889
5497055;15389262;Private room;16;Ottakring;1601;9;2.6;4.2;4.4;4.6;4.2;3.7;4.6;2;1;34;;48.212502;16.330595
1322210;6409486;Private room;7;Neubau;705;2;4.9;4;3.6;4.1;4.9;4.9;4.5;2;1;56;1;48.205496;16.337349
4013772;20716984;Private room;7;Neubau;705;9;4.6;3.6;4.6;4;4.8;3.9;5;2;1;28;1;48.205614;16.338593
5923088;30705885;Private room;7;Neubau;701;6;3.5;3.7;4.5;4.3;4;4;4.1;4;1;38;1;48.204547;16.355472
4902006;1370495;Private room;7;Neubau;703;1;4.2;4;4.6;4.4;3.8;4.1;4.7;2;1;62;1;48.200388;16.344958
5986314;31080162;Private room;7;Neubau;705;15;3.1;5;4;4.5;5;4.1;4.8;3;1;34;2;48.204423;16.3389
744857;3904929;Private room;7;Neubau;702;10;3.1;3.9;2.5;4;4.1;3.7;4.4;3;1;85;1;48.202121;16.355317
4353150;22598430;Private room;14;Penzing;1406;7;4.3;3.9;5;4.1;5;4.5;4.6;2;1;29;2;48.192889;16.280756
5727922;29696386;Private room;16;Ottakring;1610;1;2.9;4.9;2.7;4.4;4.6;4.9;4.7;4;1;24;1;48.208377;16.326756
7251277;30465163;Private room;16;Ottakring;1602;0;4.6;4.8;3.2;4;4.6;4.1;3.9;3;1;56;1;48.206082;16.331701
2707219;13854305;Private room;16;Ottakring;1601;14;3.6;4.3;3.1;4.9;4.1;4.4;3;2;1;36;1;48.212401;16.329993
6255002;32493297;Private room;16;Ottakring;1601;4;4.7;3.7;2.8;4.5;3.9;3.7;3.2;3;1;34;2;48.20983;16.333764
5748592;15389262;Private room;16;Ottakring;1601;7;3.3;4.6;4;4.3;4.1;5;4.1;2;1;23;1;48.213296;16.331894
172482;823004;Private room;16;Ottakring;1604;3;4.3;4.2;3.1;4.5;3.6;3.6;3.4;1;1;34;1;48.213728;16.314342
6073273;31524541;Private room;17;Hernals;1702;4;5;4;2.5;4.7;4.8;4.8;3.3;4;1;49;2;48.213819;16.338912
3316989;16746725;Private room;16;Ottakring;1601;1;3.5;3.6;2.8;4.5;5;5;4.7;2;1;25;1;48.210233;16.333383
6639793;34748968;Private room;14;Penzing;1403;3;5;4.9;2.6;4.1;3.7;3.9;5;1;1;35;1;48.190345;16.309085
6244654;32421352;Private room;16;Ottakring;1606;1;2.8;3.5;3.7;4.1;4;4;3;2;1;56;1;48.214489;16.303974
7188148;11171857;Private room;17;Hernals;1702;0;3.9;4.3;3.2;4.9;3.5;4.7;4.1;2;1;25;6;48.213938;16.339103
5975853;25879959;Private room;16;Ottakring;1610;0;3.3;4.2;3.9;4.4;4.5;4.9;3.5;2;1;75;2;48.20665;16.328493
6314057;8710045;Private room;14;Penzing;1402;1;2.1;3.8;2.8;4.4;3.6;3.5;3.5;2;1;40;1;48.198102;16.31409
7448702;38516173;Private room;16;Ottakring;1601;0;2.8;4.4;4.3;4.4;3.8;3.6;3.6;2;1;56;3;48.211007;16.337048
2184428;11140467;Private room;16;Ottakring;1606;0;4.8;3.8;3.8;4.4;4.8;4;3.7;2;1;45;1;48.219877;16.308541
5331557;8173803;Private room;16;Ottakring;1601;0;3.1;4.1;4.6;4.1;3.7;4;5;2;1;38;1;48.211392;16.337058
7108360;10327965;Private room;16;Ottakring;1605;2;4.6;4.1;4.2;4;4.7;4.6;3.9;2;1;21;1;48.219418;16.318245
7098785;2378408;Private room;16;Ottakring;1602;0;3.7;4.1;3.7;5;3.5;5;4.3;2;1;34;1;48.206972;16.33566
4213379;21651668;Private room;16;Ottakring;1602;6;3.3;4.3;3.4;4.1;3.8;4.5;4.6;2;1;51;1;48.204708;16.33096
5248497;27162097;Private room;16;Ottakring;1601;0;4.8;3.5;3.7;4.9;4.3;4.4;3.7;2;1;56;1;48.213684;16.332148
1047869;3242264;Private room;14;Penzing;1403;11;5;4.8;4.7;4.2;4.5;3.8;3.6;2;1;41;1;48.187687;16.307378
582345;2757475;Private room;17;Hernals;1705;0;3.5;4;2.9;4;4.7;4.7;5;2;1;54;2;48.224565;16.292697
1306814;7104483;Private room;16;Ottakring;1601;25;3.4;4.2;4.8;4.8;4.6;4.1;3.2;4;1;40;1;48.214681;16.337127
7018469;35939595;Private room;16;Ottakring;1601;0;4.6;4.5;4.8;4.6;3.9;3.8;3.7;1;1;23;5;48.210067;16.331577
7444420;27676457;Private room;16;Ottakring;1602;0;3.7;3.6;3;5;4.5;4.6;4.7;2;1;28;2;48.20809;16.333802
3486458;17554708;Private room;16;Ottakring;1601;1;2.8;4;3.2;4.2;4.4;4;4.7;1;1;40;3;48.213497;16.336587
4864503;25022117;Private room;16;Ottakring;1606;0;2;4.4;3.9;4;4.7;3.6;4.6;2;1;90;1;48.219493;16.30993
3865913;18875594;Private room;16;Ottakring;1609;0;2.7;4.9;4.6;4;3.9;4.8;4.4;2;1;28;7;48.214426;16.289903
6842313;35854464;Private room;16;Ottakring;1605;8;4.1;3.7;4.1;4.1;3.9;4.4;3.7;2;1;23;1;48.220184;16.317721
2602865;13331377;Private room;16;Ottakring;1601;5;4.2;3.6;4.2;4.8;5;3.5;3.5;3;1;24;5;48.210237;16.327113
7491031;35845210;Private room;16;Ottakring;1601;0;4.2;4;3;4.6;4.9;4.3;3.7;2;1;26;1;48.214648;16.337877
4042245;20960364;Private room;16;Ottakring;1601;3;3.8;5;3.6;4.2;4.1;4.4;3.6;2;1;27;3;48.212223;16.32835
6497993;24392961;Private room;16;Ottakring;1601;2;2.6;4.6;2.9;4.5;3.8;4.8;4;2;1;33;1;48.210333;16.334512
7176770;37586200;Private room;17;Hernals;1703;0;2.4;4.9;2.7;4.7;3.6;3.6;3.8;4;1;23;1;48.222045;16.317548
3579691;18030671;Private room;16;Ottakring;1605;0;4.1;4.8;4.5;4.3;4.5;4.6;4.6;2;1;44;1;48.21666;16.313081
5524642;28648205;Private room;14;Penzing;1410;18;4.1;4.6;3.1;4.4;5;3.6;4.9;2;1;36;1;48.19601;16.262155
5800989;30096258;Private room;16;Ottakring;1605;1;4.2;4.6;4.5;5;4.7;4.5;3.9;3;1;23;1;48.221398;16.315309
1039495;5722190;Private room;16;Ottakring;1601;2;2.7;4.2;3.8;4.3;4.8;3.6;4.4;4;1;34;1;48.210452;16.331756
6796333;34883691;Private room;14;Penzing;1406;2;2.9;3.7;3.1;4.1;4;4;3.6;2;1;28;2;48.197812;16.275595
613471;2935672;Private room;14;Penzing;1411;22;2.2;3.9;3.2;5;4.4;4.4;4.1;1;1;20;4;48.215777;16.253804
5290859;27394473;Private room;16;Ottakring;1601;0;3;4.4;4.4;5;5;3.6;3.6;1;1;40;1;48.20972;16.334364
7291685;38187476;Private room;16;Ottakring;1601;0;4.1;5;4.1;4.5;3.9;3.8;3.1;2;1;62;1;48.213177;16.335816
7467925;17187882;Private room;16;Ottakring;1610;0;2.4;4.5;3.3;4.8;5;4.1;4.7;3;1;34;3;48.206342;16.327043
5359746;24497517;Private room;15;Rudolfsheim-Fuenfhaus;1502;0;3;4.8;3.5;4.3;4.2;4.8;3.4;2;1;36;1;48.199204;16.333041
3894284;17408891;Private room;14;Penzing;1408;4;2.6;3.6;3.2;4;4.6;4.4;3.1;2;1;21;1;48.202966;16.269552
6947100;36424989;Private room;15;Rudolfsheim-Fuenfhaus;1503;0;2.4;3.5;4.4;4.2;4.3;4.4;4.6;2;1;23;1;48.193968;16.332235
6413362;33450766;Private room;14;Penzing;1405;0;3.4;3.7;2.9;4.5;4.8;3.8;4.6;2;1;56;1;48.204499;16.281447
7169015;32315769;Private room;15;Rudolfsheim-Fuenfhaus;1501;0;3.1;3.5;3.4;4.2;4.4;4.9;3.1;1;1;34;1;48.204516;16.330096
5753342;29846983;Private room;16;Ottakring;1610;2;2.5;4.5;4.7;4.8;3.9;5;4.9;2;1;32;4;48.205203;16.327641
6932915;36346120;Private room;15;Rudolfsheim-Fuenfhaus;1504;0;4;3.5;4.6;4.2;3.6;3.9;5;2;1;23;1;48.187248;16.333219
6222229;32268442;Private room;15;Rudolfsheim-Fuenfhaus;1501;0;2.3;5;4.4;4;3.6;4.7;3.4;2;1;101;1;48.1995;16.327848
7528592;18669851;Private room;15;Rudolfsheim-Fuenfhaus;1506;0;4.5;3.6;3.8;4;4.5;4.4;3.3;1;1;25;2;48.195935;16.314893
6788297;33117272;Private room;16;Ottakring;1610;0;2.8;4.5;3.1;4;3.9;3.7;4.4;2;1;56;1;48.205536;16.329258
6489208;33913001;Private room;14;Penzing;1403;15;3.8;4.1;4.2;4.7;3.8;3.7;4.3;3;1;41;2;48.190012;16.319572
6820513;35713305;Private room;15;Rudolfsheim-Fuenfhaus;1502;0;5;3.5;5;4.2;4.9;4.6;4.1;2;1;44;;48.199312;16.336726
7222530;37809608;Private room;14;Penzing;1403;0;3.3;3.8;4.4;4;3.8;4.9;4.7;1;1;27;1;48.190162;16.309187
2869849;12892096;Private room;15;Rudolfsheim-Fuenfhaus;1503;18;3.9;4.8;3.7;4.8;4.5;4.2;3.2;2;1;32;2;48.192896;16.334744
4986747;3482088;Private room;15;Rudolfsheim-Fuenfhaus;1503;3;2.9;4.5;4;4.5;3.6;3.8;3.3;2;1;32;1;48.191824;16.331509
3368215;16994000;Private room;15;Rudolfsheim-Fuenfhaus;1506;0;3.9;4.7;3.8;4.1;4;3.6;3.6;2;1;23;1;48.197654;16.316997
6570967;34368134;Private room;15;Rudolfsheim-Fuenfhaus;1506;1;3.6;4.3;4.2;4.7;3.8;4.9;3.1;1;1;25;1;48.197285;16.323903
7257882;37998934;Private room;15;Rudolfsheim-Fuenfhaus;1503;0;2;4.9;3.4;4.9;4.5;3.5;4.2;4;1;141;1;48.189351;16.335915
272991;879460;Private room;14;Penzing;1406;1;4.5;4.3;2.7;4.9;3.7;4.1;4.3;2;1;47;1;48.194567;16.269097
4906583;25261952;Private room;14;Penzing;1401;1;3.3;3.5;2.9;4.6;3.6;4.7;3.2;2;1;51;1;48.201179;16.313434
5303274;27467980;Private room;14;Penzing;1404;3;3;3.5;3;4.7;4.5;3.9;4.4;4;1;62;1;48.194511;16.301558
2940946;15015134;Private room;7;Neubau;704;0;2.1;4.7;2.8;4.9;4.5;4.9;4.3;1;1;45;1;48.203633;16.337786
4755171;18275622;Private room;15;Rudolfsheim-Fuenfhaus;1506;1;4.8;4;2.5;4.7;4.7;4.5;4.4;2;1;51;1;48.198213;16.316179
6538288;33119431;Private room;15;Rudolfsheim-Fuenfhaus;1501;0;4.2;5;2.9;4.8;4.9;4.9;4.4;3;1;45;2;48.202838;16.328036
5723667;29676182;Private room;15;Rudolfsheim-Fuenfhaus;1503;2;4.1;4.6;3;4.2;4.3;5;3.2;2;1;45;1;48.195846;16.333588
5897721;30606542;Private room;15;Rudolfsheim-Fuenfhaus;1504;26;3.8;3.5;2.5;4.6;4.6;4.3;4.5;2;1;36;1;48.188889;16.336751
3173721;8636428;Private room;14;Penzing;1402;11;3.1;4.1;4.4;4.9;4.9;4.8;3.2;2;1;27;1;48.197888;16.313353
5055899;8829735;Private room;15;Rudolfsheim-Fuenfhaus;1501;3;4.9;3.7;3.5;4.2;4;3.8;4.1;2;1;54;2;48.203141;16.331443
6449846;19592224;Private room;15;Rudolfsheim-Fuenfhaus;1502;0;4;4.1;3.5;4.1;4.9;4.1;4.5;2;1;102;1;48.198312;16.330429
6818391;35703422;Private room;15;Rudolfsheim-Fuenfhaus;1503;0;2.3;4.6;3.1;4;4.2;3.6;3.1;2;1;34;1;48.192343;16.3284
6075497;31534960;Private room;15;Rudolfsheim-Fuenfhaus;1502;16;2.9;3.9;4.6;4.5;4.6;4.8;3.9;2;1;45;1;48.199386;16.331076
6920048;26546289;Private room;15;Rudolfsheim-Fuenfhaus;1507;2;3.8;4.6;4.5;4.6;4.5;3.7;3.2;2;1;28;3;48.20077;16.324595
6117774;30606542;Private room;15;Rudolfsheim-Fuenfhaus;1504;16;2;4.2;4.5;4.1;4.2;4.9;5;1;1;28;1;48.189367;16.336403
3709516;18924097;Private room;15;Rudolfsheim-Fuenfhaus;1503;8;3.7;4;3.9;4.5;4.7;3.5;3.8;2;1;46;3;48.195723;16.338151
5893759;30606542;Private room;15;Rudolfsheim-Fuenfhaus;1503;16;2.9;3.5;3.7;4.3;4.5;3.8;3.5;2;1;36;1;48.190169;16.336568
6449465;13514347;Private room;15;Rudolfsheim-Fuenfhaus;1505;2;2.1;3.6;4.7;4.2;4.7;4.5;3.1;1;1;33;1;48.186937;16.323448
3820033;19647525;Private room;15;Rudolfsheim-Fuenfhaus;1503;2;3.9;3.8;3.6;4.7;3.5;3.7;4.6;2;1;32;1;48.190766;16.332385
6375247;13541296;Private room;15;Rudolfsheim-Fuenfhaus;1501;9;3.4;3.7;3.5;4.5;4.7;4.3;3.3;3;1;33;1;48.199919;16.327118
6441010;33629214;Private room;15;Rudolfsheim-Fuenfhaus;1502;0;3.6;3.7;3.8;4.2;3.7;4.1;4.6;2;1;56;1;48.199391;16.332243
3740416;11842127;Private room;15;Rudolfsheim-Fuenfhaus;1503;29;2;4.5;4.5;4.3;5;4.9;4.6;2;1;33;2;48.196811;16.334883
7325429;38374861;Private room;14;Penzing;1403;0;4.2;3.8;3.5;4;3.9;4.6;4.2;1;1;27;1;48.190751;16.308816
6797765;20015213;Private room;15;Rudolfsheim-Fuenfhaus;1503;0;2.5;4.3;3.8;5;3.7;3.5;4.7;2;1;28;;48.191663;16.33379
5911540;30702522;Private room;9;Alsergrund;903;7;4.3;4.4;3.5;5;3.5;3.7;4.7;5;1;23;1;48.222175;16.346412
5590646;21494548;Private room;18;Waehring;1802;29;3.2;3.9;4.2;4;3.5;3.9;4.8;2;1;26;1;48.224775;16.348287
5277884;27321057;Private room;18;Waehring;1802;2;2.3;4.6;5;4.3;4.2;3.6;3.1;1;1;34;1;48.230712;16.346721
5246965;24121142;Private room;11;Simmering;1102;6;4.9;4;4.7;4.8;4.2;4.6;1.7;2;1;40;1;48.175161;16.417645
6368536;33185834;Private room;18;Waehring;1803;0;2;3.8;4.9;4.7;4.7;4.9;3.6;2;1;79;1;48.222898;16.34244
4509498;23382703;Private room;15;Rudolfsheim-Fuenfhaus;1502;4;2;3.5;2.6;4.9;5;4.4;3.2;2;1;34;1;48.197382;16.329499
6757554;34437853;Private room;11;Simmering;1113;14;2.3;4.3;3.9;4.9;4.3;4.1;2;2;1;27;1;48.165437;16.427326
3130974;13433266;Private room;18;Waehring;1802;0;4.5;3.9;3;4.5;3.5;5;4.6;1;1;40;1;48.228729;16.3416
7002043;36708858;Private room;15;Rudolfsheim-Fuenfhaus;1501;0;2;4.8;3.5;4.9;4;4.1;3.2;4;1;45;1;48.201282;16.330478
5830017;10391507;Private room;15;Rudolfsheim-Fuenfhaus;1507;0;2.6;4.8;4.6;4.7;4.3;4.3;4.7;4;1;102;1;48.199058;16.322186
6064514;6922149;Private room;18;Waehring;1802;0;4.8;4.3;2.8;4.9;4;3.5;4.6;2;1;47;1;48.227444;16.349181
6916874;34251311;Private room;18;Waehring;1802;0;5;4.1;4.7;4;4.7;4.2;4.6;2;1;73;1;48.225843;16.342574
6464015;33759499;Private room;15;Rudolfsheim-Fuenfhaus;1502;1;3.3;4.1;3.3;4.2;4;4.6;4.6;2;1;62;1;48.200075;16.336213
6508079;34021437;Private room;11;Simmering;1102;0;3.4;3.9;3.4;4.9;4;4.4;3.8;2;1;45;1;48.177771;16.421709
6137773;10749848;Private room;15;Rudolfsheim-Fuenfhaus;1505;1;3;3.8;4.5;5;4.9;4;3.1;2;1;44;1;48.190323;16.326196
6279783;29221155;Private room;18;Waehring;1804;0;4.6;4.8;5;5;4.6;4.5;4;2;1;52;3;48.230375;16.326157
924555;2770209;Private room;18;Waehring;1803;5;2.7;3.8;3;4.9;3.9;3.9;4.5;1;1;96;2;48.223413;16.339248
6538832;30685302;Private room;18;Waehring;1804;0;4.3;4.1;4.3;4.8;4.5;4.9;3.4;2;1;17;4;48.232241;16.3209
1398046;6468032;Private room;18;Waehring;1802;9;3;4.5;3.4;5;4.3;4.1;3.1;1;1;43;1;48.229084;16.331791
6932411;36329747;Private room;15;Rudolfsheim-Fuenfhaus;1503;0;2.3;3.8;4.8;4.4;5;5;3.5;2;1;28;7;48.192709;16.334392
7405871;25749571;Private room;18;Waehring;1801;0;3.4;4.5;2.7;4.3;3.7;4.6;4.8;2;1;40;1;48.230045;16.337329
4819283;22116163;Private room;18;Waehring;1802;8;3.2;4.7;4.5;4.6;4.3;4.4;4.4;2;1;45;1;48.227416;16.347296
6060093;11126142;Private room;18;Waehring;1802;0;4.3;3.9;4.3;4.1;3.8;3.9;3.1;1;1;45;1;48.226642;16.346126
6183045;32071092;Private room;18;Waehring;1802;0;2.1;5;2.6;4.3;3.8;4.3;3;1;1;79;1;48.226162;16.348655
2309334;11792841;Private room;18;Waehring;1802;7;2.5;4.8;3.2;4.8;4;3.8;4.7;2;1;40;1;48.226214;16.340574
6372986;32071092;Private room;18;Waehring;1802;0;3.4;4.6;2.9;4.4;4.3;4.8;4.4;2;1;113;1;48.226339;16.348091
5139696;26322392;Private room;15;Rudolfsheim-Fuenfhaus;1505;1;3.3;4.5;2.8;4.6;3.8;3.6;4.9;2;1;41;;48.188126;16.331115
996195;3431438;Private room;18;Waehring;1803;0;4;3.7;3.6;4.8;4;4.2;3.4;1;1;100;1;48.224598;16.341593
6049030;31391314;Private room;18;Waehring;1803;1;2;3.9;4.9;4.5;3.8;4.2;3.3;1;1;23;1;48.21838;16.340072
6804020;35618245;Private room;18;Waehring;1802;0;4.8;4.3;3.4;4.4;4.8;5;4.2;2;1;23;1;48.227885;16.348659
6913107;36228001;Private room;18;Waehring;1802;4;2.8;4.1;2.5;4.8;4.4;3.6;4.7;2;1;38;2;48.230774;16.331318
1340317;7268900;Private room;18;Waehring;1803;28;4.7;4.3;4.6;4.8;3.6;4;3.5;1;1;28;4;48.224068;16.339872
5768962;29929119;Private room;18;Waehring;1803;21;4.3;3.9;2.5;4.1;3.8;3.7;3.7;2;1;40;3;48.224235;16.343595
4626678;23962763;Private room;15;Rudolfsheim-Fuenfhaus;1502;0;3;4.6;2.9;4;3.5;4.2;3.7;2;1;40;1;48.200348;16.331576
1720660;9069890;Private room;11;Simmering;1110;1;4.8;4.8;3.2;4;4.5;4.8;3.3;2;1;45;2;48.156124;16.4527
5225411;22091599;Private room;18;Waehring;1803;2;3.5;3.5;3.7;4.6;4;4.4;4.1;2;1;21;1;48.228382;16.333783
1381745;2888714;Private room;18;Waehring;1802;15;4.1;4;3.5;4.8;4.5;3.5;3.5;2;1;40;4;48.22589;16.345786
7487210;9732376;Private room;18;Waehring;1805;0;4.6;4;3.7;4.7;4.5;4.4;3.8;2;1;37;2;48.237976;16.322985
7508743;37382923;Private room;18;Waehring;1803;0;2.8;4.2;4.7;4.6;3.7;4.9;4.9;2;1;33;4;48.222182;16.343388
5954401;30909029;Private room;15;Rudolfsheim-Fuenfhaus;1502;1;3.6;4.8;5;4.2;3.7;4.4;4.9;2;1;51;1;48.198631;16.333677
4852285;5856856;Private room;18;Waehring;1802;0;3.4;4.2;4.4;4;5;4.1;4.5;2;1;51;1;48.228362;16.338556
482090;2387347;Private room;15;Rudolfsheim-Fuenfhaus;1506;0;4.4;4.8;3.9;4.3;4.1;4.4;3.1;2;1;45;14;48.198497;16.317592
2404486;12289134;Private room;18;Waehring;1802;1;2.7;4.4;3.9;4.7;4.2;4.3;3.8;2;1;45;1;48.226859;16.336459
6655853;34836330;Private room;4;Wieden;402;0;4.5;4;4.9;4.4;4.3;3.5;4.5;1;1;34;1;48.189298;16.373475
6166348;31990638;Private room;4;Wieden;401;5;2.3;3.9;3.9;4.1;4.8;3.7;4.2;2;1;78;1;48.19718;16.365508
7045546;36945460;Private room;4;Wieden;403;1;4.7;4.7;4.3;4.1;4.4;3.8;4.5;2;1;20;2;48.192737;16.366728
5255920;955524;Private room;4;Wieden;402;0;2.3;3.8;3.8;5;3.9;4.9;4;2;1;102;1;48.189716;16.375645
6684293;962199;Private room;18;Waehring;1802;0;4.7;3.8;4.1;4.6;3.7;3.5;3.8;2;1;43;1;48.230788;16.347622
4859003;1040605;Private room;4;Wieden;402;1;2.3;3.5;4.3;4.7;3.6;4.1;4.4;2;1;107;2;48.189161;16.374113
6829110;10030493;Private room;18;Waehring;1803;2;2.7;4.7;2.5;4;4.1;4.6;4.6;2;1;36;1;48.219926;16.341888
6178826;32050810;Private room;4;Wieden;403;1;2.7;4.7;3;4.9;4.1;4;4.4;2;1;62;1;48.19263;16.367877
6962184;6614380;Private room;18;Waehring;1802;0;4.3;3.7;3.7;4.3;4.7;3.7;4.8;2;1;40;1;48.225031;16.343538
6814772;31771448;Private room;4;Wieden;403;2;4.5;4.8;3.7;4.9;3.9;4.7;4.2;2;1;34;1;48.195677;16.366103
6873132;34085064;Private room;18;Waehring;1802;1;3.1;4.5;2.5;4.2;4.1;5;4.8;2;1;29;1;48.228307;16.339862
2431400;12394719;Private room;4;Wieden;403;62;3.3;5;2.7;4.1;4.7;4;4.3;1;1;28;2;48.190764;16.365583
194418;195857;Private room;4;Wieden;402;1;4.6;4.9;3.2;4;3.6;3.6;4.1;2;1;45;1;48.188624;16.377821
7186297;16406714;Private room;4;Wieden;403;2;4.5;4.7;4.7;4.8;4.8;4.8;4.1;2;1;27;3;48.188997;16.365475
2995466;1392454;Private room;4;Wieden;404;17;3.9;4.5;3.9;4.4;4.3;3.6;4.7;2;1;33;2;48.191484;16.370432
4971809;4248242;Private room;4;Wieden;403;2;4.7;4.2;2.9;4.4;4.5;4.8;4.6;2;1;40;2;48.190551;16.365904
6896407;36136656;Private room;5;Margareten;501;2;2;3.9;4.7;5;4.9;5;4.8;2;1;33;1;48.192187;16.363069
4391747;22798853;Private room;4;Wieden;401;32;4.9;3.9;4.2;4.6;3.5;3.6;5;3;1;67;2;48.197929;16.364634
6445025;7439876;Private room;4;Wieden;403;4;3.6;3.5;3.9;4.8;3.7;4.1;4.9;3;1;51;1;48.196413;16.363053
